kind,owner,name,target,keys,delete,source
hasOne,store,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Store.php:229
hasMany,store,,$modelClass::className(),['store_id' => 'store_id'],"ORM cardinality, not FK/delete guarantee",common/models/Store.php:249
hasOne,store,,$modelClass::className(),['brand_uuid' => 'brand_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Store.php:266
hasOne,store,,$modelClass::className(),['mall_uuid' => 'mall_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Store.php:274
hasMany,store,,$modelClass::className(),['store_id' => 'store_id'],"ORM cardinality, not FK/delete guarantee",common/models/Store.php:282
hasOne,store_assignment_request,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/StoreAssignmentRequest.php:126
hasOne,store_assignment_request,,$modelClass::className(),['store_id' => 'store_id'],"ORM cardinality, not FK/delete guarantee",common/models/StoreAssignmentRequest.php:134
hasOne,store_manager,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/StoreManager.php:516
hasOne,store_manager,,$modelClass::className(),['store_id' => 'store_id'],"ORM cardinality, not FK/delete guarantee",common/models/StoreManager.php:524
hasOne,story,,$modelClass::className(),['story_uuid' => 'story_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Story.php:225
hasMany,story,,$modelClass::className(),['story_uuid' => 'story_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Story.php:235
hasOne,story,,$modelClass::className(),['store_id' => 'store_id'],"ORM cardinality, not FK/delete guarantee",common/models/Story.php:244
hasOne,story,,$modelClass::className(),['request_uuid' => 'request_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Story.php:252
hasOne,story,,$modelClass::className(),['suggestion_uuid' => 'suggestion_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Story.php:260
hasMany,story,,$modelClass::className(),['story_uuid' => 'story_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Story.php:268
hasMany,story,,$modelClass::className(),['story_uuid' => 'story_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Story.php:276
hasMany,story,,$modelClass::className(),['story_uuid' => 'story_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Story.php:284
hasMany,story,,$modelClass::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/Story.php:293
hasOne,story,,$modelClass::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/Story.php:302
hasOne,story,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Story.php:310
hasOne,story,,$modelClass::className(),['story_uuid' => 'story_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Story.php:319
hasMany,story,,$modelClass::className(),['story_uuid' => 'story_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Story.php:328
hasOne,story_activity,,$modelClass::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/StoryActivity.php:192
hasOne,story_activity,,$modelClass::className(),['story_uuid' => 'story_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/StoryActivity.php:200
hasOne,story_activity,,$modelClass::className(),['request_uuid' => 'request_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/StoryActivity.php:208
hasOne,story_activity,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/StoryActivity.php:216
hasOne,suggestion,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Suggestion.php:252
hasOne,suggestion,,$modelClass::className(),['fulltimer_uuid' => 'fulltimer_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Suggestion.php:260
hasOne,suggestion,,$modelClass::className(),['note_uuid' => 'note_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Suggestion.php:268
hasOne,suggestion,,$modelClass::className(),['request_uuid' => 'request_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Suggestion.php:276
hasOne,suggestion,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Suggestion.php:284
hasOne,suggestion,,$modelClass::className(),['staff_id' => 'created_by'],"ORM cardinality, not FK/delete guarantee",common/models/Suggestion.php:293
hasOne,suggestion,,$modelClass::className(),['staff_id' => 'updated_by'],"ORM cardinality, not FK/delete guarantee",common/models/Suggestion.php:301
hasOne,suggestion,,$modelClass::className(),['suggestion_uuid' => 'suggestion_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Suggestion.php:310
hasOne,suggestion,,$modelClass::className(),['suggestion_uuid' => 'suggestion_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Suggestion.php:319
hasMany,suggestion,,$modelClass::className(),['suggestion_uuid' => 'suggestion_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Suggestion.php:328
hasOne,ticket,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/Ticket.php:335
hasOne,ticket,,$modelClass::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/Ticket.php:345
hasMany,ticket,,$modelClass::className(),['ticket_uuid' => 'ticket_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Ticket.php:355
hasMany,ticket,,$modelClass::className(),['attachment_uuid' => 'attachment_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Ticket.php:365
hasMany,ticket,,$modelClass::className(),['ticket_uuid' => 'ticket_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Ticket.php:376
hasOne,ticket_attachment,,$modelClass::className(),['ticket_uuid' => 'ticket_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/TicketAttachment.php:94
hasOne,ticket_attachment,,$modelClass::className(),['attachment_uuid' => 'attachment_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/TicketAttachment.php:104
hasOne,ticket_comment,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/TicketComment.php:278
hasOne,ticket_comment,,$modelClass::className(),['staff_id' => 'staff_id'],"ORM cardinality, not FK/delete guarantee",common/models/TicketComment.php:288
hasOne,ticket_comment,,$modelClass::className(),['ticket_uuid' => 'ticket_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/TicketComment.php:298
hasMany,ticket_comment,,$modelClass::className(),['ticket_comment_uuid' => 'ticket_comment_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/TicketComment.php:308
hasMany,ticket_comment,,$modelClass::className(),['attachment_uuid' => 'attachment_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/TicketComment.php:318
hasOne,ticket_comment_attachment,,$modelClass::className(),['attachment_uuid' => 'attachment_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/TicketCommentAttachment.php:94
hasOne,ticket_comment_attachment,,$modelClass::className(),['ticket_comment_uuid' => 'ticket_comment_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/TicketCommentAttachment.php:104
hasOne,transfer,,$modelClass::className(),['contract_uuid' => 'contract_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/Transfer.php:461
hasOne,transfer,,$modelClass::className(),['staff_id' => 'transfer_created_by'],"ORM cardinality, not FK/delete guarantee",common/models/Transfer.php:470
hasOne,transfer,,$modelClass::className(),['staff_id' => 'transfer_updated_by'],"ORM cardinality, not FK/delete guarantee",common/models/Transfer.php:479
hasOne,transfer,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/Transfer.php:488
hasMany,transfer,,$modelClass::className(),['transfer_id' => 'transfer_id'],"ORM cardinality, not FK/delete guarantee",common/models/Transfer.php:533
hasMany,transfer,,$modelClass::className(),['transfer_id' => 'transfer_id'],"ORM cardinality, not FK/delete guarantee",common/models/Transfer.php:549
hasOne,transfer,,$modelClass::className(),['transfer_id'=>'parent_transfer_id'],"ORM cardinality, not FK/delete guarantee",common/models/Transfer.php:559
hasMany,transfer,,$modelClass::className(),['transfer_id'=>'transfer_id'],"ORM cardinality, not FK/delete guarantee",common/models/Transfer.php:570
hasMany,transfer,,$modelClass::className(),['parent_transfer_id'=>'transfer_id'],"ORM cardinality, not FK/delete guarantee",common/models/Transfer.php:580
hasMany,transfer,,$modelClass::className(),['transfer_id'=>'transfer_id'],"ORM cardinality, not FK/delete guarantee",common/models/Transfer.php:591
hasMany,transfer,,$modelClass::className(),['transfer_id'=>'transfer_id'],"ORM cardinality, not FK/delete guarantee",common/models/Transfer.php:603
hasMany,transfer,,$modelClass::className(),['debit_narrative' => 'transfer_id'],"ORM cardinality, not FK/delete guarantee",common/models/Transfer.php:614
hasMany,transfer,,$modelClass::className(),['code' => 'currency_code'],"ORM cardinality, not FK/delete guarantee",common/models/Transfer.php:623
hasOne,transfer_bank_advice,,$modelClass::className(),['admin_id' => 'created_by'],"ORM cardinality, not FK/delete guarantee",common/models/TransferBankAdvice.php:200
hasOne,transfer_candidate,,$modelClass::className(),['store_id' => 'store_id'],"ORM cardinality, not FK/delete guarantee",common/models/TransferCandidate.php:677
hasOne,transfer_candidate,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/TransferCandidate.php:686
hasOne,transfer_candidate,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/TransferCandidate.php:695
hasOne,transfer_candidate,,$modelClass::className(),['candidate_id' => 'prev_candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/TransferCandidate.php:704
hasOne,transfer_candidate,,$modelClass::className(),['contract_uuid' => 'contract_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/TransferCandidate.php:712
hasOne,transfer_candidate,,$modelClass::className(),['transfer_id' => 'transfer_id'],"ORM cardinality, not FK/delete guarantee",common/models/TransferCandidate.php:721
hasOne,transfer_candidate,,$modelClass::className(),['bank_id' => 'bank_id'],"ORM cardinality, not FK/delete guarantee",common/models/TransferCandidate.php:730
hasOne,transfer_candidate,,$modelClass::className(),['transfer_file_id' => 'transfer_file_id'],"ORM cardinality, not FK/delete guarantee",common/models/TransferCandidate.php:748
hasOne,transfer_candidate,,$modelClass::className(),['transfer_id' => 'transfer_id'],"ORM cardinality, not FK/delete guarantee",common/models/TransferCandidate.php:757
hasOne,transfer_candidate,,$modelClass::className(),['credit_narrative' => 'tc_id'],"ORM cardinality, not FK/delete guarantee",common/models/TransferCandidate.php:766
hasOne,transfer_cost,,$modelClass::className(),['candidate_id' => 'candidate_id'],"ORM cardinality, not FK/delete guarantee",common/models/TransferCost.php:82
hasOne,transfer_cost,,$modelClass::className(),['company_id' => 'company_id'],"ORM cardinality, not FK/delete guarantee",common/models/TransferCost.php:90
hasMany,transfer_file,,$modelClass::className(),['transfer_file_id' => 'transfer_file_id'],"ORM cardinality, not FK/delete guarantee",common/models/TransferFile.php:1059
hasMany,transfer_file,,$modelClass::className(),['transfer_file_id' => 'transfer_file_id'],"ORM cardinality, not FK/delete guarantee",common/models/TransferFile.php:1067
hasOne,transfer_file,,$modelClass::className(),['admin_id' => 'admin_id'],"ORM cardinality, not FK/delete guarantee",common/models/TransferFile.php:1076
hasOne,transfer_file_entry,,$modelClass::className(),['tc_id' => 'credit_narrative'],"ORM cardinality, not FK/delete guarantee",common/models/TransferFileEntry.php:180
hasOne,transfer_file_entry,,$modelClass::className(),['transfer_id' => 'debit_narrative'],"ORM cardinality, not FK/delete guarantee",common/models/TransferFileEntry.php:188
hasOne,transfer_file_entry,,$modelClass::className(),['transfer_file_id' => 'transfer_file_id'],"ORM cardinality, not FK/delete guarantee",common/models/TransferFileEntry.php:196
hasOne,transfer_file_entry,,$modelClass::className(),['admin_id' => 'created_by'],"ORM cardinality, not FK/delete guarantee",common/models/TransferFileEntry.php:204
hasOne,transfer_file_entry,,$modelClass::className(),['admin_id' => 'updated_by'],"ORM cardinality, not FK/delete guarantee",common/models/TransferFileEntry.php:212
hasMany,university,,$modelClass::className(),['university_id'=>'university_id'],"ORM cardinality, not FK/delete guarantee",common/models/University.php:143
hasMany,wallet.bank,,$modelClass::className(),['bank_uuid' => 'bank_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/WalletBank.php:105
hasOne,wallet.transfer,,$modelClass::className(),['bank_uuid' => 'bank_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/WalletTransfer.php:382
hasOne,wallet.transfer,,$modelClass::className(),['user_uuid' => 'user_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/WalletTransfer.php:392
hasMany,wallet.user,,$modelClass::className(),['user_uuid' => 'user_uuid'],"ORM cardinality, not FK/delete guarantee",common/models/WalletUser.php:446
hasOne,webhook,,$modelClass::className(),['staff_id' => 'created_by'],"ORM cardinality, not FK/delete guarantee",common/models/Webhook.php:109
hasOne,webhook,,$modelClass::className(),['staff_id' => 'updated_by'],"ORM cardinality, not FK/delete guarantee",common/models/Webhook.php:117
